Date,Channel,Currency,Exchange,success,pump_date
2021-02-21T17:00:22Z,WallStreetBets Crypto Pumps Signals,PIVX,Binance,0,
2021-02-21T17:21:26Z,Binance Moon Pump™,STPT,Binance,0,
2021-02-22T17:00:10Z,Trading Crypto Coach®,RDN,Binance,1,2021-02-22T17:00:00Z
2021-02-23T16:00:07Z,Crypto VIP Signal™,CDT,Binance,1,2021-02-23T16:00:00Z
2021-02-24T14:40:11Z,Binance Moon Pump™,GXS,Binance,0,
2021-02-24T15:51:53Z,Binance Moon Pump™,CTXC,Binance,0,
2021-02-24T17:00:01Z,Technical CRYPTO Analyst,BRD,Binance,1,2021-02-24T17:00:00Z
2021-02-27T08:42:08Z,Whales Crypto Guide,ARK,Binance,0,
2021-03-01T16:42:25Z,Binance Pump Tracker™,OG,Binance,0,
2021-03-01T16:54:48Z,Binance Pump Tracker™,PSG,Binance,0,
2021-03-01T17:00:03Z,Technical CRYPTO Analyst,MTH,Binance,1,2021-03-01T17:00:00Z
2021-03-02T13:31:14Z,Binance Moon Pump™,ANT,Binance,0,
2021-03-03T02:52:37Z,Binance Moon Pump™,IRIS,Binance,0,
2021-03-03T02:56:06Z,Whales Crypto Guide,POWR,Binance,0,
2021-03-03T17:59:29Z,Binance Moon Pump™,ELF,Binance,0,
2021-03-04T14:21:10Z,premium binance signals turkey,UMA,Binance,0,
2021-03-05T16:00:01Z,Technical CRYPTO Analyst,GRS,Binance,1,2021-03-05T16:00:00Z
2021-03-06T07:36:17Z,Whales Crypto Guide,WABI,Binance,0,
2021-03-06T08:43:44Z,Whales Crypto Guide,SC,Binance,0,
2021-03-06T13:59:35Z,Whales Crypto Guide,PPT,Binance,0,
2021-03-07T16:00:34Z,Crypto Pump Analytics™,BTS,Binance,1,2021-03-07T16:01:00Z
2021-03-07T17:00:04Z,Today We Push 🛸,PPT,Binance,1,2021-03-07T17:00:00Z
2021-03-09T11:01:17Z,Binance Moon Pump™,ANT,Binance,0,
2021-03-09T14:36:24Z,Binance Pump Tracker™,YOYO,Binance,0,
2021-03-09T15:24:55Z,Binance Moon Pump™,AST,Binance,0,
2021-03-10T16:00:06Z,premium binance signals turkey,NXS,Binance,1,2021-03-10T16:00:00Z
2021-03-11T04:50:06Z,Crypto Trader,REEF,Binance,0,
2021-03-11T10:38:19Z,Binance Pump Tracker™,NAS,Binance,0,
2021-03-11T13:10:28Z,Whales Crypto Guide,BLZ,Binance,0,
2021-03-12T08:21:23Z,APE crypto,CHZ,Binance,0,
2021-03-12T12:03:53Z,Whales Crypto Guide,OCEAN,Binance,0,
2021-03-13T16:59:30Z,Binance Signal VIP,ASR,Binance,1,2021-03-13T16:59:00Z
2021-03-13T16:59:54Z,Crypto Pump Analytics™,VIA,Binance,0,
2021-03-14T09:32:50Z,APE crypto,SKL,Binance,0,
2021-03-14T09:56:51Z,SPECTRE GRP | CHAT,POND,Binance,0,
2021-03-14T15:31:58Z,Binance Waves,MDT,Binance,0,
2021-03-14T17:00:03Z,WallStreetBets | KuCoin Pumps,NAV,Binance,1,2021-03-14T17:00:00Z
2021-03-14T18:53:13Z,The Crypto Express.,PSG,Binance,0,
2021-03-14T19:00:00Z,WallStreetBets Crypto Pumps - Investing!,RDN,Binance,1,2021-03-14T19:02:00Z
2021-03-16T10:05:36Z,Binance Pump Tracker™,AST,Binance,0,
2021-03-17T04:04:46Z,The Crypto Express.,TROY,Binance,0,
2021-03-17T13:19:38Z,Whales Crypto Guide,MATIC,Binance,0,
2021-03-17T14:03:01Z,Whales Crypto Guide,SXP,Binance,0,
2021-03-17T16:59:51Z,Binance Signal VIP,VIA,Binance,1,2021-03-17T17:01:00Z
2021-03-17T17:09:37Z,Binance Moon Pump™,STEEM,Binance,0,
2021-03-17T21:26:31Z,Yo Crypto 2.0,ZRX,Binance,0,
2021-03-18T17:00:14Z,Binance Royal Pump,CTXC,Binance,1,2021-03-18T17:00:00Z
2021-03-19T09:04:36Z,The Bull,GTO,Binance,0,
2021-03-20T05:16:20Z,Binance Moon Pump™,AST,Binance,0,
2021-03-20T10:45:22Z,Whales Crypto Guide,MDT,Binance,1,2021-03-20T09:46:00Z
2021-03-20T17:33:02Z,provacoin,ZRX,Binance,0,
2021-03-20T18:55:54Z,Whales Crypto Guide,NAV,Binance,0,
2021-03-20T21:17:55Z,provacoin,DEGO,Binance,0,
2021-03-21T15:36:33Z,Whales Crypto Guide,LINK,Binance,0,
2021-03-21T15:47:42Z,Binance Pump Tracker™,IDEX,Binance,0,
2021-03-22T07:31:45Z,Crypto Trader,KNC,Binance,0,
2021-03-22T11:18:17Z,Binance Pump Tracker™,AST,Binance,0,
2021-03-22T11:29:27Z,Binance Moon Pump™,POWR,Binance,0,
2021-03-23T17:00:09Z,WallStreetBets Crypto Pumps - Investing!,APPC,Binance,1,2021-03-23T16:01:00Z
2021-03-23T17:06:52Z,provacoin,ONT,Binance,0,
2021-03-23T17:25:16Z,Binance Moon Pump™,WTC,Binance,0,
2021-03-24T04:34:34Z,Binance Pump Tracker™,AST,Binance,0,
2021-03-24T12:36:41Z,Whales Crypto Guide,REQ,Binance,0,
2021-03-26T16:07:34Z,Whales Crypto Guide,MATIC,Binance,0,
2021-03-26T17:00:01Z,WallStreetBets ®,NAV,Binance,0,
2021-03-26T18:00:59Z,Binance Moon Pump™,NMR,Binance,0,
2021-03-26T19:15:30Z,Whales Crypto Forex trading,VIA,Binance,0,
2021-03-26T19:36:28Z,Whales Crypto Forex trading,COTI,Binance,0,
2021-03-27T15:20:42Z,Binance Moon Pump™,STEEM,Binance,0,
2021-03-27T16:19:47Z,Whales Crypto Guide,VIA,Binance,0,
2021-03-27T16:50:01Z,The Crypto Express.,NAV,Binance,0,
2021-03-27T17:00:11Z,Binance Signal VIP,ATM,Binance,1,2021-03-27T17:00:00Z
2021-03-27T20:00:14Z,Mountain Pumps Announcements,GVT,Binance,1,2021-03-27T20:00:00Z
2021-03-28T14:16:01Z,Binance Moon Pump™,WNXM,Binance,0,
2021-03-28T16:00:04Z,Crypto Pump Analytics™,LRC,Binance,0,
2021-03-28T16:36:55Z,PUMPPOLAND,ATM,Binance,0,
2021-03-28T17:00:04Z,WallStreetBets ®,PIVX,Binance,1,2021-03-28T17:00:00Z
2021-03-28T21:54:29Z,Binance pump,PIVX,Binance,0,
2021-03-29T17:21:42Z,Whales Crypto Guide,REEF,Binance,0,
2021-03-30T03:31:33Z,Crypto Trader,WAN,Binance,0,
2021-03-30T05:25:04Z,Binance Moon Pump™,ANT,Binance,0,
2021-03-30T10:11:17Z,Whales Crypto Guide,STRAX,Binance,0,
2021-03-30T13:06:48Z,Whales Crypto Guide,OM,Binance,0,
2021-03-30T14:56:39Z,Cryptonians (Free Signals and News Update),NEAR,Binance,1,2021-03-30T14:54:00Z
2021-03-30T16:48:20Z,Pro Analysis,STORJ,Binance,0,
2021-03-31T14:11:50Z,Binance Moon Pump™,BTG,Binance,0,
2021-04-01T08:03:15Z,Cryptonians (Free Signals and News Update),POWR,Binance,0,
2021-04-01T17:26:38Z,The Bull,EOS,Binance,0,
2021-04-03T00:05:19Z,Binance Moon Pump™,LSK,Binance,0,
2021-04-03T17:00:07Z,Elon Mars Pumps,ASR,Binance,0,
2021-04-04T03:03:44Z,Binance Moon Pump™,AST,Binance,0,
2021-04-04T16:00:03Z,WallStreetBets Crypto Pumps - Investing!,VIA,Binance,0,
2021-04-04T16:00:52Z,Crypto Pump Analytics™,CTXC,Binance,0,
2021-04-05T10:22:02Z,The Bull,SXP,Binance,0,
2021-04-05T16:06:21Z,Cryptonians (Free Signals and News Update),KAVA,Binance,0,
2021-04-06T17:47:30Z,Binance Moon Pump™,ACM,Binance,0,
2021-04-06T18:12:20Z,Whales Crypto Guide,STRAX,Binance,0,
2021-04-07T17:31:07Z,Binance Moon Pump™,SUSD,Binance,0,
2021-04-09T07:16:33Z,premium binance signals turkey,LINA,Binance,0,
2021-04-09T07:49:57Z,Whales Crypto Guide,DEGO,Binance,0,
2021-04-09T09:04:36Z,Whales Crypto Guide,FIL,Binance,0,
2021-04-09T12:33:02Z,Prova bot 2,ROSE,Binance,0,
2021-04-10T05:45:56Z,Whales Crypto Guide,ARPA,Binance,0,
2021-04-10T18:43:03Z,Whales Crypto Guide,NEBL,Binance,0,
2021-04-11T17:00:05Z,Crypto Binance Trading | Signals & Pumps,VIA,Binance,1,2021-04-11T17:00:00Z
2021-04-12T17:00:20Z,Binance Royal Pump,ONG,Binance,1,2021-04-12T17:00:00Z
2021-04-14T23:08:32Z,Binance Moon Pump™,APPC,Binance,0,
2021-04-15T04:15:24Z,Binance Moon Pump™,WABI,Binance,0,
2021-04-15T05:23:43Z,Binance Moon Pump™,NAV,Binance,0,
2021-04-15T06:58:11Z,Crypto Profit Coach™,ELF,Binance,0,
2021-04-15T11:29:53Z,Whales Crypto Guide,BAND,Binance,0,
2021-04-15T18:00:10Z,premium binance signals turkey,CDT,Binance,1,2021-04-15T18:00:00Z
2021-04-17T03:34:12Z,Binance Moon Pump™,CTXC,Binance,0,
2021-04-17T17:00:01Z,Binance Signal VIP,OG,Binance,1,2021-04-17T16:01:00Z
2021-04-17T17:00:12Z,Elon Mars Pumps,ASR,Binance,0,
2021-04-17T17:59:27Z,Crypto Profit Coach™,APPC,Binance,0,
2021-04-17T20:00:03Z,WallStreetBets Crypto Pumps - Investing!,RCN,Binance,1,2021-04-17T19:01:00Z
2021-04-18T13:30:16Z,Binance Global Türkçe,VET,Binance,0,
2021-04-18T14:47:37Z,Binance Global Türkçe,BNB,Binance,0,
2021-04-18T17:00:12Z,.,PAXG,Binance,0,
2021-04-18T17:28:47Z,Binance Global Türkçe,ETC,Binance,0,
2021-04-18T18:32:33Z,Binance Global Türkçe,CHZ,Binance,0,
2021-04-18T18:44:12Z,Binance Global Türkçe,LTO,Binance,0,
2021-04-18T19:48:09Z,Binance Global Türkçe,SC,Binance,0,
2021-04-18T19:58:42Z,Binance Global Türkçe,XTZ,Binance,0,
2021-04-18T20:48:59Z,Binance Global Türkçe,BNB,Binance,0,
2021-04-19T19:17:56Z,Binance Moon Pump™,NXS,Binance,0,
2021-04-20T12:30:25Z,Whales Crypto Guide,EGLD,Binance,0,
2021-04-20T17:17:23Z,Binance Moon Pump™,LINA,Binance,0,
2021-04-20T17:44:50Z,Binance Crypto Signals,LINK,Binance,0,
2021-04-20T23:22:11Z,Whales Crypto Guide,NEBL,Binance,0,
2021-04-21T13:55:54Z,Binance Moon Pump™,SKY,Binance,0,
2021-04-21T14:40:28Z,Crypto Profit Coach™,POWR,Binance,0,
2021-04-21T15:59:29Z,Crypto Profit Coach™,WPR,Binance,1,2021-04-21T16:00:00Z
2021-04-21T21:00:07Z,Crypto News,VIA,Binance,1,2021-04-21T20:59:00Z
2021-04-22T16:11:01Z,Crypto Profit Coach™,ACM,Binance,0,
2021-04-23T10:26:46Z,Crypto Profit Coach™,DLT,Binance,0,
2021-04-23T15:59:04Z,Crypto Profit Coach™,VIB,Binance,1,2021-04-23T15:00:00Z
2021-04-23T16:43:59Z,Whales Crypto Guide,RDN,Binance,0,
2021-04-23T19:00:01Z,WallStreetBets ®,CND,Binance,1,2021-04-23T19:00:00Z
2021-04-24T09:27:28Z,Binance Crypto Signals,LINK,Binance,0,
2021-04-24T14:22:27Z,Binance Pump Tracker™,ONG,Binance,0,
2021-04-24T14:37:33Z,Binance Pump Tracker™,APPC,Binance,0,
2021-04-24T15:34:36Z,Binance Pump Tracker™,BRD,Binance,0,
2021-04-24T15:48:00Z,Binance Pump Tracker™,DUSK,Binance,0,
2021-04-24T15:55:25Z,Whales Crypto Guide,DLT,Binance,0,
2021-04-24T16:59:04Z,WallStreetBets Crypto Pumps - Investing!,DLT,Binance,1,2021-04-24T16:00:00Z
2021-04-24T21:00:12Z,Binance Royal Pump,RDN,Binance,1,2021-04-24T21:00:00Z
2021-04-25T09:22:15Z,Binance Pump Tracker™,MDA,Binance,0,
2021-04-25T09:40:32Z,Binance Pump Tracker™,GRS,Binance,0,
2021-04-25T14:04:44Z,Crypto Profit Coach™,ELF,Binance,0,
2021-04-25T14:46:00Z,Crypto Profit Coach™,CDT,Binance,0,
2021-04-25T15:38:46Z,Crypto Profit Coach™,ACM,Binance,0,
2021-04-25T17:00:23Z,Elon Mars Pumps,IDEX,Binance,0,
2021-04-26T03:15:53Z,Crypto Profit Coach™,VIB,Binance,0,
2021-04-26T09:41:02Z,Crypto Profit Coach™,BEAM,Binance,0,
2021-04-26T18:22:18Z,Crypto Profit Coach™,NAS,Binance,0,
2021-04-27T02:55:48Z,Binance Moon Pump™,APPC,Binance,0,
2021-04-27T07:17:12Z,Crypto Profit Coach™,AST,Binance,0,
2021-04-27T16:03:34Z,Crypto Profit Coach™,OAX,Binance,0,
2021-04-28T04:18:29Z,Binance Pump Tracker™,FIS,Binance,0,
2021-04-28T05:07:58Z,Binance Pump Tracker™,BADGER,Binance,0,
2021-04-28T15:35:45Z,Whales Crypto Guide,REEF,Binance,0,
2021-04-29T06:51:12Z,Binance Pump Tracker™,FXS,Binance,0,
2021-04-29T11:49:06Z,Binance Pump Tracker™,BTG,Binance,0,
2021-04-29T14:48:16Z,Whales Crypto Guide,BAL,Binance,0,
2021-04-30T07:23:52Z,Binance Pump Tracker™,MDA,Binance,0,
2021-04-30T13:00:10Z,Binance Pump Tracker™,BRD,Binance,0,
2021-04-30T13:20:56Z,Cryptonians (Free Signals and News Update),PHA,Binance,0,
2021-04-30T17:00:01Z,WallStreetBets ®,CFX,Binance,0,
2021-04-30T18:55:35Z,Binance Pump Tracker™,AMB,Binance,0,
2021-05-01T16:40:09Z,Crypto Profit Coach™,ELF,Binance,0,
2021-05-01T16:51:23Z,Crypto Profit Coach™,NXS,Binance,0,
2021-05-01T17:00:41Z,.,DLT,Binance,1,2021-05-01T17:00:00Z
2021-05-02T15:28:45Z,Binance Pump Tracker™,AGI,Binance,0,
2021-05-02T18:00:11Z,Elon Mars Pumps,BRD,Binance,1,2021-05-02T18:00:00Z
2021-05-03T11:01:08Z,Whales Crypto Guide,LSK,Binance,0,
2021-05-03T12:13:35Z,Whales Crypto Guide,BLZ,Binance,0,
2021-05-03T13:35:52Z,Binance Pump Tracker™,DLT,Binance,0,
2021-05-03T16:00:03Z,Crypto Pump Analytics™,DLT,Binance,0,
2021-05-04T18:25:45Z,Binance Pump Tracker™,FXS,Binance,0,
2021-05-05T13:28:56Z,Cryptonians (Free Signals and News Update),COTI,Binance,0,
2021-05-05T19:04:13Z,Whales Crypto Guide,XEM,Binance,0,
2021-05-06T06:24:34Z,Binance Pump Tracker™,ELF,Binance,0,
2021-05-06T11:59:07Z,Chat With Experts,ONE,Binance,0,
2021-05-06T14:47:17Z,Chat With Experts,SKL,Binance,0,
2021-05-07T07:21:04Z,Binance Pump Tracker™,AST,Binance,0,
2021-05-08T12:28:02Z,Whales Crypto Guide,ORN,Binance,0,
2021-05-09T14:27:10Z,Binance Pump Tracker™,ELF,Binance,0,
2021-05-09T17:00:02Z,Binance Pump Signals,WPR,Binance,1,2021-05-09T17:00:00Z
2021-05-09T17:58:52Z,Binance Pump Tracker™,CND,Binance,0,
2021-05-10T11:24:18Z,Whales Crypto Guide,MDA,Binance,0,
2021-05-11T15:50:58Z,Binance Moon Pump™,NXS,Binance,0,
2021-05-11T15:56:22Z,Binance Moon Pump™,EVX,Binance,0,
2021-05-11T16:00:09Z,premium binance signals turkey,QLC,Binance,1,2021-05-11T16:00:00Z
2021-05-12T15:47:18Z,Binance Moon Pump™,PHA,Binance,0,
2021-05-13T15:26:18Z,Binance Moon Pump™,AMB,Binance,0,
2021-05-14T11:54:54Z,Binance Moon Pump™,CTXC,Binance,1,2021-05-14T10:55:00Z
2021-05-15T17:18:35Z,Binance Moon Pump™,CTXC,Binance,0,
2021-05-15T17:18:36Z,Crypto Profit Coach™,DATA,Binance,1,2021-05-15T16:31:00Z
2021-05-16T16:31:16Z,Binance Moon Pump™,LOOM,Binance,1,2021-05-16T16:31:00Z
2021-05-16T17:00:01Z,Binance Pump Signals,DLT,Binance,1,2021-05-16T17:00:00Z
2021-05-18T16:29:21Z,Binance Moon Pump™,ELF,Binance,0,
2021-05-19T15:35:17Z,Crypto Tree 🎄,MATIC,Binance,0,
2021-05-20T14:07:20Z,WhalePump Reborn: Best Signals! (100% FREE),ICX,Binance,0,
2021-05-20T17:45:36Z,Binance Moon Pump™,REEF,Binance,0,
2021-05-21T08:14:05Z,The Crypto Express.,ELF,Binance,1,2021-05-21T08:07:00Z
2021-05-21T12:27:26Z,Binance Moon Pump™,BLZ,Binance,0,
2021-05-21T16:00:07Z,premium binance signals turkey,NEBL,Binance,1,2021-05-21T16:00:00Z
2021-05-22T12:36:02Z,Binance Moon Pump™,SKY,Binance,0,
2021-05-22T15:27:43Z,Crypto Pump Squad,NEAR,Binance,0,
2021-05-22T17:00:09Z,Elon Mars Pumps,EVX,Binance,0,
2021-05-23T11:49:04Z,Binance Moon Pump™,IDEX,Binance,0,
2021-05-24T07:42:46Z,Binance Moon Pump™,WPR,Binance,0,
2021-05-24T13:18:32Z,Binance Moon Pump™,BADGER,Binance,0,
2021-05-24T18:43:16Z,Crypto Profit Coach™,NAS,Binance,0,
2021-05-25T13:12:14Z,Binance Moon Pump™,OST,Binance,0,
2021-05-25T18:02:53Z,Binance Moon Pump™,APPC,Binance,0,
2021-05-25T19:07:52Z,Binance Moon Pump™,POA,Binance,0,
2021-05-26T06:17:17Z,Binance Moon Pump™,NAV,Binance,0,
2021-05-26T12:31:47Z,premium binance signals turkey,TVK,Binance,0,
2021-05-26T13:07:26Z,Crypto Profit Coach™,OAX,Binance,0,
2021-05-27T17:48:34Z,American Whales,NEBL,Binance,0,
2021-05-29T08:10:38Z,Binance Moon Pump™,SKY,Binance,0,
2021-05-29T15:39:19Z,Whales Crypto Guide,OAX,Binance,0,
2021-05-30T08:01:10Z,Binance Moon Pump™,NXS,Binance,0,
2021-05-30T09:48:18Z,Binance Moon Pump™,BRD,Binance,0,
2021-05-30T11:27:24Z,Binance Moon Pump™,PIVX,Binance,0,
2021-05-30T13:28:02Z,Binance Moon Pump™,APPC,Binance,1,2021-05-30T12:42:00Z
2021-05-30T16:00:13Z,🚀 Coin Pump Point 🚀,DLT,Binance,0,
2021-05-30T17:00:02Z,Crypto Binance Trading | Signals & Pumps,OAX,Binance,1,2021-05-30T17:00:00Z
2021-05-31T12:24:03Z,Whales Crypto Guide,BAL,Binance,0,
2021-05-31T16:08:39Z,Binance Moon Pump™,SNT,Binance,0,
2021-06-01T15:21:10Z,Whales Crypto Guide,EOS,Binance,0,
2021-06-03T05:04:48Z,Trading Crypto Coach®,REEF,Binance,0,
2021-06-03T12:55:03Z,Pumping 🚀 Star 🌟,ENJ,Binance,0,
2021-06-04T17:59:22Z,Binance Moon Pump™,MTL,Binance,0,
2021-06-05T17:03:05Z,Binance Moon Pump™,YOYO,Binance,0,
2021-06-05T18:00:12Z,Elon Mars Pumps,ACM,Binance,0,
2021-06-06T08:48:01Z,Binance Moon Pump™,ELF,Binance,0,
2021-06-06T10:49:27Z,Binance Moon Pump™,POA,Binance,0,
2021-06-06T17:00:02Z,Binance Pump Signals,MTH,Binance,1,2021-06-06T17:00:00Z
2021-06-06T17:00:07Z,Crypto Signal,CND,Binance,1,2021-06-06T17:00:00Z
2021-06-07T13:28:19Z,Binance Moon Pump™,WABI,Binance,0,
2021-06-09T16:13:51Z,Binance Moon Pump™,QLC,Binance,0,
2021-06-11T14:54:14Z,Binance Moon Pump™,POA,Binance,0,
2021-06-12T13:20:45Z,Binance Moon Pump™,YOYO,Binance,0,
2021-06-12T14:45:58Z,Whales Crypto Guide,GVT,Binance,0,
2021-06-13T16:00:04Z,Crypto VIP Signal™,QSP,Binance,1,2021-06-13T16:00:00Z
2021-06-13T16:59:49Z,Trading Crypto Coach®,LIT,Binance,1,2021-06-13T17:00:00Z
2021-06-13T17:01:25Z,Binance Pump Signals,FIO,Binance,1,2021-06-13T17:00:00Z
2021-06-13T17:01:25Z,Binance Pump Signals,DLT,Binance,1,2021-06-13T17:01:00Z
2021-06-14T12:31:09Z,Trading Crypto Coach®,MATIC,Binance,0,
2021-06-15T15:53:36Z,Binance Moon Pump™,OST,Binance,0,
2021-06-15T15:54:29Z,Trading Crypto Coach®,RLC,Binance,0,
2021-06-15T16:00:01Z,Crypto VIP Signal™,REP,Binance,1,2021-06-15T16:00:00Z
2021-06-15T16:36:09Z,Trading Crypto Coach®,ONE,Binance,0,
2021-06-15T16:41:05Z,premium binance signals turkey,CTXC,Binance,0,
2021-06-16T10:32:22Z,Trading Crypto Coach®,SXP,Binance,0,
2021-06-16T15:09:54Z,Binance Moon Pump™,ARK,Binance,0,
2021-06-16T16:29:04Z,Binance Moon Pump™,NAS,Binance,0,
2021-06-18T14:22:48Z,Trading Crypto Coach®,CDT,Binance,1,2021-06-18T14:20:00Z
2021-06-19T17:48:46Z,Whales Crypto Guide,VIA,Binance,0,
2021-06-20T11:00:22Z,American Whales,NAV,Binance,0,
2021-06-20T14:36:24Z,Whales Crypto Guide,TRU,Binance,0,
2021-06-20T17:00:04Z,Crypto Binance Trading | Signals & Pumps,WABI,Binance,1,2021-06-20T17:00:00Z
2021-06-24T15:55:08Z,Binance Moon Pump™,ELF,Binance,0,
2021-06-26T16:08:12Z,Binance Moon Pump™,ADX,Binance,0,
2021-06-27T17:00:09Z,Binance Royal Pump,MTH,Binance,1,2021-06-27T17:00:00Z
2021-06-28T17:30:52Z,Binance Moon Pump™,ARPA,Binance,0,
2021-06-29T14:27:41Z,Binance Moon Pump™,OAX,Binance,0,
2021-07-01T17:52:58Z,Binance Moon Pump™,DLT,Binance,0,
2021-07-01T19:07:07Z,Binance Moon Pump™,QSP,Binance,0,
2021-07-01T21:10:47Z,Crypto Tree 🎄,LINK,Binance,0,
2021-07-03T16:12:46Z,Binance Moon Pump™,IDEX,Binance,0,
2021-07-03T19:19:39Z,Binance Moon Pump™,YOYO,Binance,0,
2021-07-05T15:17:53Z,Binance Moon Pump™,NEBL,Binance,0,
2021-07-05T16:14:20Z,Binance Moon Pump™,MDA,Binance,0,
2021-07-06T14:30:37Z,Binance Moon Pump™,TWT,Binance,0,
2021-07-07T13:35:13Z,Binance Moon Pump™,ARPA,Binance,0,
2021-07-07T18:33:21Z,Binance Moon Pump™,EZ,Binance,0,
2021-07-07T19:06:20Z,Binance Moon Pump™,FIS,Binance,0,
2021-07-10T14:42:03Z,Whales Crypto Guide,VIA,Binance,0,
2021-07-11T12:00:42Z,Binance Moon Pump™,OAX,Binance,0,
2021-07-11T17:00:02Z,Crypto Binance Trading | Signals & Pumps,POA,Binance,1,2021-07-11T16:01:00Z
2021-07-16T14:35:09Z,Binance Moon Pump™,TRU,Binance,0,
2021-07-16T14:50:40Z,Binance Moon Pump™,CTSI,Binance,0,
2021-07-17T16:57:45Z,Binance Moon Pump™,REQ,Binance,0,
2021-07-18T18:34:36Z,Binance Moon Pump™,FOR,Binance,0,
2021-07-23T13:03:15Z,Binance Moon Pump™,POA,Binance,0,
2021-07-24T16:40:29Z,Whales Crypto Guide,GVT,Binance,0,
2021-07-24T16:58:49Z,American Whales,GRS,Binance,0,
2021-07-25T04:24:58Z,The Crypto Express.,FOR,Binance,0,
2021-07-25T12:03:48Z,Binance Moon Pump™,QLC,Binance,0,
2021-07-25T15:22:00Z,Binance Moon Pump™,NXS,Binance,0,
2021-07-25T15:29:30Z,Binance Moon Pump™,EVX,Binance,0,
2021-07-25T17:00:01Z,Crypto Binance Trading | Signals & Pumps,DREP,Binance,1,2021-07-25T17:00:00Z
2021-07-27T13:47:47Z,Binance Moon Pump™,ARPA,Binance,0,
2021-07-30T09:24:28Z,American Whales,NEBL,Binance,0,
2021-08-02T23:13:30Z,Binance Moon Pump™,BTS,Binance,0,
2021-08-05T04:02:50Z,Binance Moon Pump™,EVX,Binance,0,
2021-08-06T03:31:15Z,Whales Crypto Guide,LSK,Binance,0,
2021-08-06T11:34:16Z,Binance Moon Pump™,BRD,Binance,0,
2021-08-07T14:59:36Z,Whales Crypto Guide,CTXC,Binance,1,2021-08-07T15:01:00Z
2021-08-07T15:16:48Z,Binance Moon Pump™,ANKR,Binance,0,
2021-08-08T01:00:17Z,Binance Moon Pump™,APPC,Binance,0,
2021-08-08T13:44:38Z,Trading Crypto Coach®,AVAX,Binance,0,
2021-08-08T17:00:10Z,Kucoin Pump Signals | Crypto Trading,EZ,Binance,1,2021-08-08T17:00:00Z
2021-08-09T17:57:23Z,Binance Moon Pump™,ARPA,Binance,0,
2021-08-10T04:44:37Z,Whales Crypto Guide,ARPA,Binance,0,
2021-08-10T17:38:12Z,Binance Moon Pump™,MDA,Binance,0,
2021-08-15T04:13:42Z,Binance Moon Pump™,RDN,Binance,0,
2021-08-15T16:48:07Z,Trading Crypto Coach®,BEAM,Binance,0,
2021-08-15T17:31:33Z,Binance Moon Pump™,ADX,Binance,0,
2021-08-16T05:46:48Z,Binance Moon Pump™,CTXC,Binance,0,
2021-08-17T02:54:01Z,Binance Moon Pump™,OAX,Binance,0,
2021-08-17T12:03:37Z,Whales Crypto Guide,FOR,Binance,0,
2021-08-20T02:08:20Z,Binance Moon Pump™,NU,Binance,0,
2021-08-20T04:13:22Z,Whales Crypto Guide,ARPA,Binance,0,
2021-08-20T11:40:08Z,Crypto Trader,WRX,Binance,0,
2021-08-20T13:41:07Z,Binance Moon Pump™,AION,Binance,0,
2021-08-21T13:04:15Z,Whales Crypto Guide,FOR,Binance,0,
2021-08-21T16:00:08Z,Whales Crypto Guide,GVT,Binance,0,
2021-08-22T13:10:59Z,Binance Moon Pump™,POND,Binance,0,
2021-08-22T17:00:11Z,Kucoin Pump Signals | Crypto Trading,NAS,Binance,1,2021-08-22T17:00:00Z
2021-08-22T20:31:14Z,PumpKings™,SRM,Binance,0,
2021-08-24T00:51:30Z,Binance Moon Pump™,TCT,Binance,0,
2021-08-24T06:38:24Z,Binance Moon Pump™,BLZ,Binance,0,
2021-08-27T15:50:21Z,Binance Moon Pump™,QSP,Binance,0,
2021-08-27T16:00:06Z,Binance Trading Signals,GXS,Binance,1,2021-08-27T16:00:00Z
2021-08-27T19:27:02Z,𝑪𝒐𝒊𝒏|𝑪𝒐𝒂𝒄𝒉|𝑺𝒊𝒈𝒏𝒂𝒍𝒔,KEEP,Binance,0,
2021-08-29T12:54:33Z,Whales Crypto Guide,BNB,Binance,0,
2021-08-29T13:38:16Z,Crypto Trader,ICP,Binance,0,
2021-08-29T17:00:07Z,Crypto Signal,BRD,Binance,1,2021-08-29T17:00:00Z
2021-08-30T18:40:45Z,Whales Crypto Guide,SKL,Binance,0,
2021-09-01T08:38:04Z,The Bull,CHZ,Binance,1,2021-09-01T08:26:00Z
2021-09-02T17:03:00Z,Crypto Trader,ALPHA,Binance,0,
2021-09-04T18:00:14Z,Whales Crypto Guide,PNT,Binance,0,
2021-09-05T11:03:12Z,Whales Crypto Guide,MDA,Binance,0,
2021-09-05T17:00:38Z,Binance whales pumps,VIB,Binance,1,2021-09-05T17:00:00Z
2021-09-05T17:39:07Z,Binance Moon Pump™,NXS,Binance,0,
2021-09-06T11:06:07Z,Crypto Trader,SFP,Binance,0,
2021-09-06T16:53:31Z,Crypto Trader,ALGO,Binance,0,
2021-09-07T14:28:03Z,Binance Moon Pump™,ADX,Binance,0,
2021-09-08T08:26:51Z,Crypto VIP Signal™,NEAR,Binance,0,
2021-09-09T14:00:08Z,Binance Pump Tracker™,FUN,Binance,0,
2021-09-09T17:48:20Z,Binance Waves,SOL,Binance,0,
2021-09-10T12:13:12Z,Binance Moon Pump™,OAX,Binance,0,
2021-09-10T12:16:15Z,Yo Crypto 2.0,AVAX,Binance,0,
